"ï..Label","device_id","timestamp","packet_length","Header_length","TSFT","Flags","Rate","Channel","dBm_Antenna_Noise","RX_flags","CFP","Preamble","WEP","Fragmentation","FCS_at_end","DataPad","Bad_FCS","Short_GI","Data_Rate_MBS","Channel_frequency","CCK","OFDM","Antenna_signal","Bad_PLCP","PHY_type","Short_preamble","WLAN_RADIO_Data_rate_MBS","WLAN_RADIO_Channel","WLAN_RADIO_Frequency_MHZ","Signal_strength_dBM","WLAN_Duration_microseconds","WLAN_RADIO_Duration_microseconds","WLAN_RADIO_Preamble","WLAN_Version","WLAN_Retry","PWR_MGT","Destination_address","BSS_Id","Sequence_number","Tagged_parameters_bytes","SSID","Supported_Rates","MAC_timestamp","TSF_timestamp"
NA,12,1463678024,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3418,46," ",1,0,0
NA,12,1463678024,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3419,46," ",1,0,0
NA,12,1463678024,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-91,0,"802.11b",0,1,1,2412,-91,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3420,46," ",1,0,0
NA,12,1463678027,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-85,0,"802.11b",0,1,1,2412,-85,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3494,46," ",1,0,0
NA,12,1463678027,99,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"840","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3495,57,"SSID_134927",1,0,0
NA,12,1463678027,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3496,46," ",1,0,0
NA,12,1463678027,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3497,46," ",1,0,0
NA,12,1463678027,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3498,46," ",1,0,0
NA,12,1463678028,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3558,46," ",1,0,0
NA,12,1463678028,99,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-85,0,"802.11b",0,1,1,2412,-85,0,"840","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3559,57,"SSID_134927",1,0,0
NA,12,1463678028,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3561,46," ",1,0,0
NA,12,1463678042,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3614,46," ",1,0,0
NA,12,1463678042,99,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-91,0,"802.11b",0,1,1,2412,-91,0,"840","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3615,57,"SSID_134927",1,0,0
NA,12,1463678042,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3616,46," ",1,0,0
NA,12,1463678042,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-91,0,"802.11b",0,1,1,2412,-91,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3617,46," ",1,0,0
NA,12,1463678042,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3618,46," ",1,0,0
NA,12,1463678047,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3658,46," ",1,0,0
NA,12,1463678047,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3659,46," ",1,0,0
NA,12,1463678047,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3660,46," ",1,0,0
NA,12,1463678047,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3661,46," ",1,0,0
NA,12,1463678048,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3710,46," ",1,0,0
NA,12,1463678048,99,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"840","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3711,57,"SSID_134927",1,0,0
NA,12,1463678048,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3712,46," ",1,0,0
NA,12,1463678048,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3713,46," ",1,0,0
NA,12,1463678048,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-91,0,"802.11b",0,1,1,2412,-91,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3714,46," ",1,0,0
NA,12,1463678049,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3770,46," ",1,0,0
NA,12,1463678049,99,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"840","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3771,57,"SSID_134927",1,0,0
NA,12,1463678049,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3772,46," ",1,0,0
NA,12,1463678049,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3773,46," ",1,0,0
NA,12,1463678049,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3774,46," ",1,0,0
NA,12,1463678072,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3847,46," ",1,0,0
NA,12,1463678072,99,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"840","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3848,57,"SSID_134927",1,0,0
NA,12,1463678072,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3849,46," ",1,0,0
NA,12,1463678072,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3850,46," ",1,0,0
NA,12,1463678072,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3851,46," ",1,0,0
NA,12,1463678095,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3913,46," ",1,0,0
NA,12,1463678095,99,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"840","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3914,57,"SSID_134927",1,0,0
NA,12,1463678095,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3915,46," ",1,0,0
NA,12,1463678095,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3916,46," ",1,0,0
NA,12,1463678095,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3917,46," ",1,0,0
NA,12,1463678095,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3968,46," ",1,0,0
NA,12,1463678095,99,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"840","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3969,57,"SSID_134927",1,0,0
NA,12,1463678095,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3970,46," ",1,0,0
NA,12,1463678095,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-85,0,"802.11b",0,1,1,2412,-85,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3971,46," ",1,0,0
NA,12,1463678095,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",3972,46," ",1,0,0
NA,12,1463678100,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",4022,46," ",1,0,0
NA,12,1463678100,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",4023,46," ",1,0,0
NA,12,1463678100,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",4024,46," ",1,0,0
NA,12,1463678100,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-91,0,"802.11b",0,1,1,2412,-91,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",4025,46," ",1,0,0
NA,12,1463678100,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",4079,46," ",1,0,0
NA,12,1463678100,99,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"840","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",4080,57,"SSID_134927",1,0,0
NA,12,1463678100,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",4081,46," ",1,0,0
NA,12,1463678100,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-85,0,"802.11b",0,1,1,2412,-85,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",4082,46," ",1,0,0
NA,12,1463678100,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",4083,46," ",1,0,0
NA,12,1463678101,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-85,0,"802.11b",0,1,1,2412,-85,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",43,46," ",1,0,0
NA,12,1463678101,99,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"840","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",44,57,"SSID_134927",1,0,0
NA,12,1463678101,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",45,46," ",1,0,0
NA,12,1463678101,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",46,46," ",1,0,0
NA,12,1463678101,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-85,0,"802.11b",0,1,1,2412,-85,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",47,46," ",1,0,0
NA,12,1463678109,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",100,46," ",1,0,0
NA,12,1463678109,99,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"840","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",101,57,"SSID_134927",1,0,0
NA,12,1463678109,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",102,46," ",1,0,0
NA,12,1463678109,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",103,46," ",1,0,0
NA,12,1463678109,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",104,46," ",1,0,0
NA,12,1463678114,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",148,46," ",1,0,0
NA,12,1463678114,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",149,46," ",1,0,0
NA,12,1463678114,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",150,46," ",1,0,0
NA,12,1463678114,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",151,46," ",1,0,0
NA,12,1463678115,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",201,46," ",1,0,0
NA,12,1463678115,99,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"840","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",202,57,"SSID_134927",1,0,0
NA,12,1463678115,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-91,0,"802.11b",0,1,1,2412,-91,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",203,46," ",1,0,0
NA,12,1463678115,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",204,46," ",1,0,0
NA,12,1463678115,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",205,46," ",1,0,0
NA,12,1463678120,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",259,46," ",1,0,0
NA,12,1463678120,99,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"840","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",260,57,"SSID_134927",1,0,0
NA,12,1463678120,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",261,46," ",1,0,0
NA,12,1463678120,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",262,46," ",1,0,0
NA,12,1463678120,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",263,46," ",1,0,0
NA,12,1463678120,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-91,0,"802.11b",0,1,1,2412,-91,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",309,46," ",1,0,0
NA,12,1463678120,99,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"840","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",310,57,"SSID_134927",1,0,0
NA,12,1463678120,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-93,0,"802.11b",0,1,1,2412,-93,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",311,46," ",1,0,0
NA,12,1463678120,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-91,0,"802.11b",0,1,1,2412,-91,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",313,46," ",1,0,0
NA,12,1463678125,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",359,46," ",1,0,0
NA,12,1463678125,99,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"840","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",360,57,"SSID_134927",1,0,0
NA,12,1463678125,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",361,46," ",1,0,0
NA,12,1463678125,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-91,0,"802.11b",0,1,1,2412,-91,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",362,46," ",1,0,0
NA,12,1463678125,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",363,46," ",1,0,0
NA,12,1463678131,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",413,46," ",1,0,0
NA,12,1463678131,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",414,46," ",1,0,0
NA,12,1463678131,99,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-85,0,"802.11b",0,1,1,2412,-85,0,"840","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",415,57,"SSID_134927",1,0,0
NA,12,1463678131,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",416,46," ",1,0,0
NA,12,1463678131,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",417,46," ",1,0,0
NA,12,1463678131,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",418,46," ",1,0,0
NA,12,1463678136,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-87,0,"802.11b",0,1,1,2412,-87,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",464,46," ",1,0,0
NA,12,1463678136,99,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"840","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",465,57,"SSID_134927",1,0,0
NA,12,1463678136,88,18,0,1,1,1,0,1,0,"Long",0,0,"0",0,0,0,0,2412,1,0,-89,0,"802.11b",0,1,1,2412,-89,0,"752","192",0,0,0,"ff:ff:ff:ff:ff:ff","ff:ff:ff:ff:ff:ff",466,46," ",1,0,0
