id,season,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,hum/temp,hum/atemp,hum/winspeed,weathersit2,weathersit3,cnt
237,3,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,1.177830851,1.247701493,3.822138849,1,0,3542
238,3,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,1.15119,1.221453224,9.597534614,0,0,4661
239,3,8,0,6,0,2,0.68,0.635556,0.85,0.375617,1.185048529,1.267918169,2.145358171,1,0,1115
240,3,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1.13969697,1.243648132,2.645032643,0,0,4334
241,3,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,1.26570562,1.325474786,5.041970906,0,0,4634
242,3,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,1.260755014,1.355015268,6.44625144,0,0,5204
243,3,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,1.22715623,1.318614481,9.669999868,0,0,5058
244,3,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,1.230279389,1.310465897,5.683044656,0,0,5115
245,3,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,1.252590804,1.332378209,5.75887057,1,0,4727
246,3,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1.204233024,1.272609691,4.348215297,0,0,4484
247,3,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,1.136309219,1.210997717,3.902962701,0,0,4940
248,3,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1.196782276,1.288001522,3.788660812,1,0,3351
249,3,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,1.492283333,1.564116848,2.342926008,0,1,2710
250,3,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,1.3449222,1.480687358,8.305775669,0,1,1996
251,3,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,1.271204408,1.451007543,4.180759333,0,1,1842
252,3,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,1.239743077,1.391896654,6.478850931,1,0,3544
253,3,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1.220959091,1.325466065,5.246035363,0,0,5345
254,3,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1.233418486,1.322709523,7.003954665,0,0,5046
255,3,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,1.250617679,1.338304021,9.063162867,0,0,4713
256,3,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,1.238156332,1.335146482,5.682724042,0,0,4763
257,3,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,1.196782276,1.285425108,4.816694561,0,0,4785
258,3,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,1.395381818,1.455436532,2.97195238,1,0,3659
259,3,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,1.717582439,1.746211604,4.908139089,1,0,4760
260,3,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1.638981262,1.684039272,4.248493476,1,0,4511
261,3,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1.587848276,1.642756815,4.514900579,0,0,4274
262,3,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,1.467373313,1.52137254,5.310546849,1,0,4539
263,3,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,1.434716656,1.514106088,5.971167954,1,0,3641
264,3,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,1.354341176,1.463732419,8.358899301,1,0,4352
265,3,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,1.282493519,1.452048155,6.289428293,1,0,4795
266,4,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,1.322844146,1.543371798,10.28284973,1,0,2395
267,4,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1.328295424,1.427738957,10.28067203,1,0,5423
268,4,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1.270695259,1.407231807,15.99535126,1,0,5010
269,4,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,1.241333894,1.36803997,7.279430894,1,0,4630
270,4,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,1.26570562,1.402607371,6.819211143,1,0,4120
271,4,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,1.269028346,1.401063708,5.421775024,1,0,3907
272,4,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,1.30675551,1.402639109,4.661146556,0,0,4839
273,4,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,1.428358979,1.479056732,3.902811478,0,0,5202
274,4,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,1.965446341,1.951816947,2.756907382,1,0,2429
275,4,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,2.259342748,2.333603616,3.62966583,1,0,2918
276,4,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,2.097611195,2.055455227,9.668549585,1,0,3570
277,4,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,1.664369938,1.704175461,3.914585094,0,0,4456
278,4,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,1.496904332,1.528694573,4.546307475,0,0,4826
279,4,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,1.630689625,1.677333611,5.971167954,0,0,4765
280,4,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,1.577488142,1.597594389,35.98802235,0,0,4985
281,4,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,1.544726808,1.570083898,17.74798367,0,0,5409
282,4,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,1.489984894,1.53789913,12.70028369,0,0,5511
283,4,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1.411679073,1.48424368,19.04853419,0,0,5117
284,4,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,1.422057399,1.475625165,5.633541198,1,0,4563
285,4,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,1.483129131,1.556512535,3.247362482,0,1,2416
286,4,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,1.367749721,1.460360925,5.68340539,1,0,2913
287,4,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,1.462935227,1.52137254,3.599348767,1,0,3644
288,4,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1.590458822,1.615786255,3.122379235,0,0,5217
289,4,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1.574916889,1.601563338,2.860434408,0,0,5041
290,4,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,1.508578778,1.577821724,4.594808957,0,0,4570
291,4,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,1.513301408,1.541612065,7.319965118,1,0,4748
292,4,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,1.487493055,1.56823224,3.311565347,0,1,2424
293,4,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,1.693520626,1.727309362,1.908313303,0,0,4195
294,4,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,1.884989474,1.902362156,3.639781207,0,0,4304
295,4,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1.907297041,1.893885196,8.69603644,0,0,4308
296,4,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1.911064892,1.90805123,8.097806808,0,0,4381
297,4,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,1.739209165,1.763052244,6.783562866,0,0,4187
298,4,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,1.708478651,1.739051524,4.835249433,0,0,4687
299,4,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,1.664369938,1.70421871,5.421300844,1,0,3894
300,4,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,1.714538298,1.763133251,4.074740978,1,0,2659
301,4,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,2.435769709,2.527611884,3.511576223,1,0,3747
302,4,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,3.170486334,3.535704414,2.293396439,0,1,627
303,4,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,2.524800496,2.507812865,4.562601562,0,0,3331
304,4,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,2.370097059,2.263175337,7.577179126,0,0,3669
305,4,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,2.010395851,2.029356213,5.943992447,0,0,4068
306,4,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,2.134656954,2.065534061,9.816254262,0,0,4186
307,4,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,1.973470182,1.985196627,5.889860178,0,0,3974
308,4,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,1.997934709,1.997642492,2.965030411,1,0,4046
309,4,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,2.466833197,2.488260142,4.262268462,0,0,3926
310,4,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,2.313398386,2.223858725,8.753897161,0,0,3649
311,4,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,2.040083544,2.010205278,14.08183486,0,0,4035
312,4,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,1.973470182,1.95473819,11.67239544,0,0,4205
313,4,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,2.0145825,1.969871345,12.95638934,0,0,4109
314,4,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,2.120613158,2.156242223,4.262155744,1,0,2933
315,4,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,2.485857598,2.626428783,2.560842139,0,0,3368
316,4,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,2.259342748,2.251294903,3.799987739,0,0,4067
317,4,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1.827977942,1.871636279,2.860393794,0,0,3717
318,4,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,1.520439623,1.536055218,2.628321961,0,0,4486
319,4,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,1.520439623,1.587601142,4.03657211,1,0,4195
320,4,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,1.764596522,1.782863704,5.889343633,0,1,1817
321,4,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,2.358533309,2.493133181,2.638943287,1,0,3053
322,4,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,2.939204937,2.95478896,4.781455264,0,0,3392
323,4,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,2.448097774,2.483436729,3.589520526,0,0,3663
324,4,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,1.739209165,1.763086961,4.33360043,1,0,3520
325,4,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,1.800744134,1.81060841,5.837085488,0,1,2765
326,4,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,1.933997653,1.910933469,6.783562866,0,1,1607
327,4,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,1.827977942,1.871692793,2.399562272,1,0,2566
328,4,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,2.158483177,2.163478499,4.8165794,0,0,1495
329,4,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2.148888,2.116875202,8.148303568,0,0,2792
330,4,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,2.144125183,2.092599854,11.77760272,0,0,3068
331,4,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,1.754988926,1.76795305,3.856509088,0,0,3071
332,4,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,1.600532695,1.644147784,5.670008866,0,0,3867
333,4,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,1.75818237,1.785284963,3.122270353,1,0,2914
334,4,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,2.479486154,2.589262935,2.971820857,0,0,3613
335,4,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,2.5786656,2.637285063,3.660248549,0,0,3727
336,4,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,2.564982955,2.431360184,7.998024892,0,0,3940
337,4,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,2.693589199,2.594406382,8.413084536,0,0,3614
338,4,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,2.435769709,2.308315669,9.598014729,0,0,3485
339,4,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,2.088553856,2.045650822,12.95378591,1,0,3811
340,4,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,1.742341622,1.765628834,3.464711522,0,1,2594
341,4,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,1.965446341,2.013344293,3.027455621,0,1,705
342,4,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,3.03135051,3.136293581,3.356826267,0,0,3322
343,4,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,2.770775669,2.537720994,9.742083521,0,0,3620
344,4,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,2.930301818,3.024762398,3.455233448,0,0,3190
345,4,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,3.649060602,3.183173088,12.11019556,0,0,2743
346,4,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,3.381122211,2.982401664,12.70028369,0,0,3310
347,4,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,2.852506195,2.675959195,5.733425827,0,0,3523
348,4,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,2.538056693,2.381570626,13.21941393,1,0,3740
349,4,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,1.907297041,1.954780866,3.006368405,1,0,3709
350,4,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,2.148888,2.239513652,3.092518469,1,0,3577
351,4,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,3.119357573,3.231462359,3.313907726,1,0,2739
352,4,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,3.381122211,3.281359563,4.746364391,0,0,2431
353,4,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,2.912645888,2.868417025,4.660796086,0,0,3403
354,4,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,2.088553856,2.032601512,13.08790855,1,0,3750
355,1,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,1.881323643,1.882712603,3.639715447,1,0,2660
356,1,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,1.903544019,1.89108962,17.04564781,1,0,3068
357,1,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,2.158483177,2.134583445,2.938358262,0,0,2209
358,1,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,2.663910744,2.692914096,4.234451194,0,0,1011
359,1,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,2.932615919,2.878375917,5.195872101,0,0,754
360,1,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,2.504617096,2.553862488,3.365138956,0,0,1317
361,1,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,2.479486154,2.459559934,4.276110374,1,0,1162
362,1,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,2.693922375,2.878242265,2.741292212,0,0,2302
363,1,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,3.244969456,3.053646946,6.748341875,0,0,2423
364,1,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,2.585557663,2.527611884,5.998593091,0,0,2999
365,1,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,1.965446341,1.945887796,3.660315052,0,0,2485
